order_id,customer_id,order_date,channel,store_id,promo_id,status
O023143,C02970,2024-12-22,Online,,,Delivered
O023144,C01350,2023-07-17,In-Store,S001,,Delivered
O023145,C03348,2023-11-19,In-Store,S009,,Delivered
O023146,C03812,2024-01-14,In-Store,S008,,Delivered
O023147,C03689,2023-07-20,Online,,,Delivered
O023148,C01732,2024-09-25,In-Store,S002,,Delivered
O023149,C03561,2022-06-25,In-Store,S005,,Cancelled
O023150,C03359,2024-07-09,In-Store,S003,,Delivered
O023151,C04173,2024-10-03,Online,,,Delivered
O023152,C02825,2023-12-20,Online,,,Delivered
O023153,C04306,2023-09-22,Online,,,Delivered
O023154,C02301,2024-12-16,In-Store,S009,,Delivered
O023155,C01604,2022-10-02,Click & Collect,S009,,Delivered
O023156,C04342,2024-08-23,Online,,,Delivered
O023157,C04796,2023-02-13,In-Store,S005,,Delivered
O023158,C02434,2024-04-16,Online,,,Delivered
O023159,C00959,2024-10-25,In-Store,S003,,Delivered
O023160,C04044,2024-12-03,In-Store,S012,,Delivered
O023161,C00178,2024-09-08,Online,,,Delivered
O023162,C01463,2024-12-31,In-Store,S003,,Processing
O023163,C00735,2024-08-10,Online,,,Delivered
O023164,C03305,2023-05-05,In-Store,S002,,Returned
O023165,C03159,2023-11-18,In-Store,S008,,Delivered
O023166,C02931,2022-02-26,Click & Collect,S003,,Delivered
O023167,C01789,2022-11-12,Click & Collect,S005,,Returned
O023168,C02150,2024-04-19,In-Store,S002,,Delivered
O023169,C01649,2024-02-18,In-Store,S006,,Delivered
O023170,C02847,2022-11-07,In-Store,S008,,Delivered
O023171,C02563,2023-09-02,Online,,,Delivered
O023172,C04035,2024-06-27,In-Store,S008,,Delivered
O023173,C00237,2024-11-22,Online,,,Delivered
O023174,C02023,2024-11-08,Online,,,Delivered
O023175,C04068,2022-08-17,In-Store,S010,,Delivered
O023176,C01675,2023-05-27,Online,,,Delivered
O023177,C04799,2023-07-19,Online,,,Delivered
O023178,C04717,2024-03-14,Click & Collect,S009,PR005,Cancelled
O023179,C01780,2023-12-28,Online,,,Delivered
O023180,C00714,2022-08-11,Online,,,Delivered
O023181,C03802,2022-08-28,Online,,,Delivered
O023182,C03078,2024-05-16,Online,,,Delivered
O023183,C04311,2024-12-31,In-Store,S007,,Processing
O023184,C04171,2024-04-23,In-Store,S007,,Delivered
O023185,C04663,2023-12-13,In-Store,S005,,Delivered
O023186,C02937,2023-07-21,Online,,,Delivered
O023187,C03505,2023-03-28,In-Store,S004,,Delivered
O023188,C00952,2024-08-20,In-Store,S005,,Delivered
O023189,C03898,2022-12-21,In-Store,S010,,Delivered
O023190,C04172,2024-08-15,Online,,,Delivered
O023191,C02263,2024-09-16,Online,,,Delivered
O023192,C01167,2023-09-24,Online,,,Delivered
O023193,C02471,2024-05-05,In-Store,S001,,Returned
O023194,C03716,2024-01-10,In-Store,S009,,Delivered
O023195,C03867,2023-10-10,In-Store,S012,,Delivered
O023196,C01167,2022-12-30,Click & Collect,S010,,Delivered
O023197,C04696,2024-04-22,In-Store,S002,,Delivered
O023198,C02062,2024-04-11,In-Store,S008,,Delivered
O023199,C04142,2023-02-25,In-Store,S009,,Returned
O023200,C04642,2023-03-31,Click & Collect,S001,,Delivered
O023201,C01031,2023-05-10,Online,,,Delivered
O023202,C02713,2023-06-08,In-Store,S002,,Delivered
O023203,C03624,2022-09-15,In-Store,S009,,Delivered
O023204,C03658,2022-04-19,In-Store,S002,,Delivered
O023205,C02486,2023-07-18,Online,,,Delivered
O023206,C04119,2024-04-10,In-Store,S012,,Delivered
O023207,C02693,2024-12-02,Online,,PR007,Delivered
O023208,C01008,2024-08-16,In-Store,S009,,Delivered
O023209,C02411,2024-09-12,In-Store,S008,,Delivered
O023210,C02941,2024-12-21,Online,,,Delivered
O023211,C03074,2024-12-11,In-Store,S009,,Delivered
O023212,C01495,2022-10-21,Click & Collect,S007,,Delivered
O023213,C04601,2024-09-13,Click & Collect,S003,,Delivered
O023214,C02143,2023-06-14,In-Store,S006,,Delivered
O023215,C00374,2024-09-25,Online,,,Returned
O023216,C04031,2024-06-13,Online,,,Delivered
O023217,C04185,2024-11-06,Online,,,Delivered
O023218,C03652,2022-09-12,Online,,,Returned
O023219,C03258,2024-09-04,In-Store,S003,,Delivered
O023220,C03556,2024-06-23,Click & Collect,S003,,Delivered
O023221,C01943,2024-10-03,Click & Collect,S007,,Returned
O023222,C01678,2024-07-27,Click & Collect,S010,,Delivered
O023223,C03291,2024-06-28,Online,,PR006,Returned
O023224,C02671,2024-05-21,Online,,,Returned
O023225,C00440,2024-08-06,Online,,,Cancelled
O023226,C00581,2023-09-27,In-Store,S002,,Delivered
O023227,C00483,2024-08-27,Click & Collect,S002,,Delivered
O023228,C02214,2024-10-14,Online,,,Delivered
O023229,C02850,2024-11-02,Click & Collect,S004,,Delivered
O023230,C02416,2024-03-08,Click & Collect,S012,,Delivered
O023231,C01737,2024-12-24,Online,,,Delivered
O023232,C02894,2024-03-14,Click & Collect,S007,PR005,Delivered
O023233,C04264,2024-09-13,Online,,,Delivered
O023234,C01333,2024-01-03,Click & Collect,S001,,Delivered
O023235,C04566,2023-10-24,In-Store,S004,,Delivered
O023236,C03733,2022-08-17,Online,,,Delivered
O023237,C03959,2024-08-14,Online,,,Delivered
O023238,C03454,2024-09-24,Click & Collect,S006,,Returned
O023239,C00782,2022-07-04,In-Store,S011,,Delivered
O023240,C02768,2024-05-23,Online,,,Delivered
O023241,C03042,2023-10-04,In-Store,S009,,Cancelled
O023242,C04823,2024-07-05,In-Store,S007,PR006,Delivered
O023243,C03341,2024-08-10,In-Store,S005,,Delivered
O023244,C00038,2023-05-02,Online,,,Delivered
O023245,C00179,2024-12-23,Click & Collect,S001,,Delivered
O023246,C04988,2024-08-30,In-Store,S001,,Delivered
O023247,C02339,2024-11-09,In-Store,S001,,Delivered
O023248,C01371,2024-11-11,Click & Collect,S005,,Delivered
O023249,C02136,2023-12-20,Online,,,Delivered
O023250,C03308,2024-09-05,Online,,,Delivered
O023251,C03701,2024-10-28,In-Store,S004,,Delivered
O023252,C01136,2023-12-06,Online,,,Delivered
O023253,C03869,2023-04-27,Online,,,Returned
O023254,C02162,2024-07-25,Online,,,Delivered
O023255,C04399,2023-10-11,In-Store,S008,,Delivered
O023256,C02022,2022-08-04,In-Store,S006,,Delivered
O023257,C00352,2024-10-16,Click & Collect,S005,,Cancelled
O023258,C00460,2024-10-12,Online,,,Delivered
O023259,C02862,2023-12-14,In-Store,S001,,Delivered
O023260,C04532,2024-12-04,In-Store,S011,,Delivered
O023261,C04929,2024-06-20,In-Store,S007,,Delivered
O023262,C00667,2024-12-07,In-Store,S009,,Cancelled
O023263,C03571,2024-11-24,Online,,,Delivered
O023264,C00235,2023-05-13,Online,,,Delivered
O023265,C01857,2024-12-12,Online,,,Delivered
O023266,C00036,2023-02-15,Online,,,Cancelled
O023267,C01037,2022-02-08,In-Store,S001,,Delivered
O023268,C03686,2023-09-11,In-Store,S007,,Delivered
O023269,C02346,2024-08-23,Online,,,Delivered
O023270,C01158,2024-09-23,In-Store,S010,,Delivered
O023271,C02525,2024-10-27,Online,,,Delivered
O023272,C01015,2024-02-07,In-Store,S001,,Delivered
O023273,C00846,2024-07-18,In-Store,S002,,Delivered
O023274,C00521,2023-12-01,In-Store,S003,,Cancelled
O023275,C01413,2023-04-30,Online,,,Delivered
O023276,C04646,2024-03-28,In-Store,S011,,Delivered
O023277,C02824,2024-09-12,Online,,,Delivered
O023278,C00457,2024-04-20,Online,,,Delivered
O023279,C04471,2024-11-17,Online,,,Delivered
O023280,C03095,2023-10-13,In-Store,S011,,Delivered
O023281,C00993,2024-05-15,Online,,,Delivered
O023282,C04431,2023-11-02,Online,,,Delivered
O023283,C03436,2023-09-03,In-Store,S008,,Delivered
O023284,C01113,2024-12-21,In-Store,S003,,Delivered
O023285,C04523,2024-03-28,In-Store,S012,,Delivered
O023286,C04742,2024-10-07,Click & Collect,S005,,Delivered
O023287,C03173,2024-11-03,In-Store,S003,,Returned
O023288,C00501,2024-12-18,In-Store,S011,,Delivered
O023289,C00254,2024-07-02,In-Store,S003,PR006,Delivered
O023290,C03086,2024-11-03,Click & Collect,S010,,Delivered
O023291,C03035,2023-10-28,In-Store,S001,,Delivered
O023292,C02916,2022-07-22,In-Store,S010,,Delivered
O023293,C01623,2024-01-28,In-Store,S004,,Delivered
O023294,C04114,2024-08-27,Online,,,Delivered
O023295,C03489,2024-04-27,In-Store,S009,,Delivered
O023296,C01819,2023-10-29,In-Store,S008,,Delivered
O023297,C00393,2024-09-08,Click & Collect,S005,,Delivered
O023298,C03651,2023-07-10,In-Store,S011,,Delivered
O023299,C00122,2024-08-04,Online,,,Delivered
O023300,C01038,2024-03-16,In-Store,S006,PR005,Delivered
O023301,C01388,2024-10-09,Online,,,Delivered
O023302,C03945,2022-09-21,In-Store,S011,,Delivered
O023303,C01287,2024-05-18,In-Store,S008,,Delivered
O023304,C04812,2024-10-01,In-Store,S007,,Delivered
O023305,C00161,2023-11-03,In-Store,S007,,Delivered
O023306,C03808,2023-08-13,In-Store,S011,,Delivered
O023307,C01099,2024-03-02,In-Store,S005,,Delivered
O023308,C01009,2023-04-22,Online,,,Delivered
O023309,C02458,2023-05-28,Online,,,Delivered
O023310,C03494,2024-06-30,Online,,PR006,Delivered
O023311,C02625,2023-08-27,Online,,,Delivered
O023312,C00700,2024-02-23,In-Store,S005,,Delivered
O023313,C03591,2024-11-25,Online,,,Delivered
O023314,C02212,2023-05-08,In-Store,S009,,Delivered
O023315,C00185,2024-10-24,In-Store,S009,,Delivered
O023316,C02844,2024-06-25,Online,,,Delivered
O023317,C01636,2023-08-12,Click & Collect,S001,,Delivered
O023318,C02357,2024-10-06,Online,,,Delivered
O023319,C00029,2024-12-29,Click & Collect,S004,,Processing
O023320,C03151,2023-06-18,In-Store,S006,,Delivered
O023321,C02910,2023-04-18,In-Store,S008,,Delivered
O023322,C01223,2024-10-08,In-Store,S009,,Delivered
O023323,C00944,2024-12-25,In-Store,S004,,Delivered
O023324,C01120,2023-04-25,Online,,,Delivered
O023325,C03453,2024-05-14,Click & Collect,S002,,Delivered
O023326,C01642,2024-11-17,Online,,,Delivered
O023327,C00717,2022-06-24,In-Store,S003,,Delivered
O023328,C03251,2024-06-24,Online,,,Delivered
O023329,C02904,2024-11-27,In-Store,S006,,Delivered
O023330,C01067,2024-04-26,Click & Collect,S006,,Returned
O023331,C03276,2023-06-18,Online,,,Delivered
O023332,C00794,2023-03-14,Online,,,Delivered
O023333,C00076,2023-10-15,Online,,,Delivered
O023334,C01888,2024-02-29,Online,,,Delivered
O023335,C02365,2024-07-05,In-Store,S005,PR006,Delivered
O023336,C00530,2024-05-31,Online,,,Delivered
O023337,C01766,2024-10-12,Online,,,Delivered
O023338,C01940,2023-11-13,Online,,,Delivered
O023339,C03610,2024-09-18,In-Store,S001,,Delivered
O023340,C04002,2024-12-04,Click & Collect,S005,,Delivered
O023341,C00667,2024-10-24,In-Store,S008,,Delivered
O023342,C00442,2023-10-06,In-Store,S003,,Delivered
O023343,C03209,2023-09-13,In-Store,S006,,Delivered
O023344,C03836,2022-08-03,In-Store,S012,,Delivered
O023345,C01399,2023-03-13,In-Store,S009,,Delivered
O023346,C03140,2022-10-30,Online,,,Delivered
O023347,C01313,2024-09-15,Click & Collect,S011,,Delivered
O023348,C04011,2023-10-18,In-Store,S010,,Delivered
O023349,C01648,2023-11-29,In-Store,S012,,Delivered
O023350,C00724,2024-12-07,In-Store,S002,,Delivered
O023351,C02043,2024-09-19,In-Store,S011,,Delivered
O023352,C03252,2024-08-23,In-Store,S005,,Delivered
O023353,C02959,2023-01-19,Online,,,Delivered
O023354,C02023,2023-03-23,Online,,,Delivered
O023355,C00598,2024-03-05,In-Store,S009,,Delivered
O023356,C03895,2024-12-16,In-Store,S010,,Delivered
O023357,C01772,2023-11-18,Click & Collect,S003,,Delivered
O023358,C02825,2023-11-02,In-Store,S011,,Delivered
O023359,C02014,2023-02-24,Click & Collect,S007,,Delivered
O023360,C00769,2024-07-22,In-Store,S002,,Delivered
O023361,C00189,2024-08-02,Online,,,Delivered
O023362,C03628,2024-01-30,In-Store,S008,,Returned
O023363,C00810,2024-08-11,In-Store,S007,,Delivered
O023364,C04070,2024-12-09,Online,,,Delivered
O023365,C04075,2023-05-27,Click & Collect,S004,,Delivered
O023366,C02114,2024-01-18,Click & Collect,S008,,Delivered
O023367,C00557,2024-12-23,Online,,,Returned
O023368,C04791,2024-05-30,In-Store,S001,,Delivered
O023369,C04811,2023-09-02,Click & Collect,S001,,Returned
O023370,C02005,2022-10-12,In-Store,S007,,Delivered
O023371,C00053,2024-04-15,Online,,,Delivered
O023372,C04528,2024-06-09,Online,,,Delivered
O023373,C01359,2024-02-16,Online,,,Delivered
O023374,C02393,2024-05-02,In-Store,S008,,Delivered
O023375,C04897,2024-10-23,In-Store,S011,,Delivered
O023376,C01573,2022-08-24,Online,,,Delivered
O023377,C00581,2024-12-27,In-Store,S002,,Processing
O023378,C03957,2024-11-23,Click & Collect,S003,,Delivered
O023379,C01241,2024-01-27,In-Store,S008,,Delivered
O023380,C02885,2024-09-12,In-Store,S001,,Delivered
O023381,C03796,2024-12-08,In-Store,S006,,Delivered
O023382,C02777,2024-07-30,In-Store,S001,,Delivered
O023383,C01158,2024-11-01,Click & Collect,S007,,Delivered
O023384,C04645,2024-12-04,Click & Collect,S011,,Delivered
O023385,C00607,2024-06-24,Click & Collect,S006,,Delivered
O023386,C00690,2023-01-31,Online,,,Delivered
O023387,C01395,2023-08-14,In-Store,S008,,Returned
O023388,C00209,2023-08-20,Online,,,Delivered
O023389,C00037,2024-11-23,Online,,,Delivered
O023390,C01098,2024-01-19,In-Store,S011,,Delivered
O023391,C02431,2023-04-12,Online,,,Delivered
O023392,C03494,2023-12-15,Online,,,Delivered
O023393,C01897,2024-10-05,Click & Collect,S009,,Delivered
O023394,C02394,2024-12-21,In-Store,S007,,Delivered
O023395,C00242,2024-08-16,In-Store,S004,,Delivered
O023396,C03026,2023-01-23,Online,,,Delivered
O023397,C01584,2023-07-16,Click & Collect,S001,,Delivered
O023398,C00825,2024-08-01,In-Store,S008,,Delivered
O023399,C01825,2024-05-18,Click & Collect,S012,,Delivered
O023400,C02193,2022-03-24,In-Store,S005,,Delivered
O023401,C00767,2022-10-06,Click & Collect,S005,,Delivered
O023402,C00625,2023-09-08,In-Store,S001,,Delivered
O023403,C00671,2024-06-14,Online,,,Delivered
O023404,C02834,2023-11-20,Online,,,Returned
O023405,C02439,2024-07-08,Online,,,Delivered
O023406,C02782,2023-05-22,Online,,,Delivered
O023407,C00579,2024-10-17,Click & Collect,S010,,Delivered
O023408,C02199,2024-12-19,In-Store,S004,,Delivered
O023409,C03639,2023-04-18,Online,,,Delivered
O023410,C04918,2023-05-19,In-Store,S008,,Delivered
O023411,C01978,2024-10-10,Online,,,Delivered
O023412,C03550,2024-11-17,Online,,,Delivered
O023413,C01519,2022-06-12,Online,,,Delivered
O023414,C02169,2024-11-18,Click & Collect,S006,,Delivered
O023415,C03909,2022-06-30,Online,,,Delivered
O023416,C04467,2024-06-07,In-Store,S007,,Delivered
O023417,C02229,2024-12-06,In-Store,S001,,Delivered
O023418,C04645,2024-10-06,In-Store,S005,,Delivered
O023419,C01829,2024-09-26,Online,,,Delivered
O023420,C04484,2024-09-18,Online,,,Delivered
O023421,C00481,2024-11-04,Online,,,Delivered
O023422,C03950,2022-05-18,Click & Collect,S012,,Delivered
O023423,C03586,2024-11-05,Online,,,Delivered
O023424,C04562,2023-03-19,Online,,PR002,Delivered
O023425,C02780,2024-10-02,In-Store,S005,,Delivered
O023426,C00389,2024-07-18,In-Store,S011,,Delivered
O023427,C02242,2024-06-22,In-Store,S004,,Delivered
O023428,C00074,2024-03-06,In-Store,S012,,Delivered
O023429,C04079,2023-05-04,In-Store,S004,,Delivered
O023430,C02186,2024-08-16,Online,,,Delivered
O023431,C00497,2022-09-13,Click & Collect,S003,,Delivered
O023432,C02955,2024-09-29,In-Store,S010,,Delivered
O023433,C04206,2024-12-23,In-Store,S002,,Delivered
O023434,C00943,2024-01-20,In-Store,S005,,Returned
O023435,C00391,2024-03-28,Click & Collect,S001,,Delivered
O023436,C01952,2024-09-14,In-Store,S007,,Delivered
O023437,C04960,2024-05-22,In-Store,S006,,Delivered
O023438,C01106,2024-12-24,Click & Collect,S002,,Delivered
O023439,C03718,2024-03-16,Online,,PR005,Delivered
O023440,C01168,2024-10-05,Online,,,Delivered
O023441,C00736,2024-03-25,Online,,,Delivered
O023442,C03502,2024-08-10,In-Store,S003,,Delivered
O023443,C02767,2024-11-20,Online,,,Delivered
O023444,C03635,2022-11-13,In-Store,S011,,Delivered
O023445,C03376,2024-12-29,In-Store,S009,,Shipped
O023446,C00357,2024-10-15,Click & Collect,S007,,Delivered
O023447,C01508,2024-11-13,In-Store,S005,,Delivered
O023448,C02201,2022-05-18,Online,,,Delivered
O023449,C03592,2022-01-22,Online,,,Delivered
O023450,C04692,2023-03-10,In-Store,S001,,Delivered
O023451,C03925,2024-04-29,Online,,,Delivered
O023452,C02599,2024-03-01,Online,,,Delivered
O023453,C03049,2024-11-12,Click & Collect,S005,,Delivered
O023454,C01365,2024-12-07,In-Store,S012,,Delivered
O023455,C00890,2024-12-18,Online,,,Delivered
O023456,C00832,2023-07-26,In-Store,S004,,Delivered
O023457,C03895,2024-09-15,Click & Collect,S009,,Delivered
O023458,C02313,2023-08-12,Click & Collect,S008,,Delivered
O023459,C02362,2024-04-19,Online,,,Delivered
O023460,C03299,2024-08-19,Online,,,Delivered
O023461,C02238,2024-03-09,In-Store,S001,,Returned
O023462,C00975,2023-05-10,Click & Collect,S010,,Delivered
O023463,C03495,2024-09-19,Online,,,Delivered
O023464,C03339,2022-09-14,Click & Collect,S005,,Delivered
O023465,C01961,2022-12-23,In-Store,S004,,Returned
O023466,C04320,2023-01-07,Online,,,Delivered
O023467,C00911,2024-02-22,Online,,,Delivered
O023468,C00417,2024-10-21,Online,,,Delivered
O023469,C00783,2023-04-20,Online,,,Delivered
O023470,C03818,2023-12-04,In-Store,S010,,Delivered
O023471,C04264,2024-04-13,In-Store,S008,,Delivered
O023472,C02205,2024-01-02,In-Store,S012,,Cancelled
O023473,C00888,2023-01-10,Click & Collect,S012,,Delivered
O023474,C02408,2024-10-29,In-Store,S009,,Delivered
O023475,C01090,2023-11-25,Online,,PR004,Delivered
O023476,C00708,2023-08-27,Online,,,Delivered
O023477,C04437,2023-05-05,Click & Collect,S005,,Cancelled
O023478,C02414,2023-12-27,In-Store,S003,,Delivered
O023479,C03786,2024-11-15,Online,,,Delivered
O023480,C01937,2024-02-04,In-Store,S012,,Returned
O023481,C00755,2022-02-17,Click & Collect,S007,,Returned
O023482,C00525,2022-05-03,Online,,,Delivered
O023483,C04010,2024-10-03,Online,,,Delivered
O023484,C03377,2024-08-13,In-Store,S004,,Delivered
O023485,C04583,2023-02-22,Click & Collect,S005,,Delivered
O023486,C04537,2023-02-05,Online,,,Delivered
O023487,C03649,2024-04-26,In-Store,S006,,Returned
O023488,C01787,2024-10-20,In-Store,S006,,Delivered
O023489,C04058,2024-08-10,Online,,,Delivered
O023490,C04845,2023-09-17,Online,,,Delivered
O023491,C00646,2022-03-02,Online,,,Delivered
O023492,C04247,2024-05-12,Online,,,Delivered
O023493,C02480,2024-08-31,Online,,,Delivered
O023494,C01170,2024-11-09,Click & Collect,S001,,Delivered
O023495,C00739,2024-05-07,Online,,,Delivered
O023496,C00637,2023-02-14,Online,,,Delivered
O023497,C00850,2024-11-22,Online,,,Delivered
O023498,C00419,2022-10-09,Click & Collect,S002,,Delivered
O023499,C03429,2023-03-13,Online,,,Delivered
O023500,C02087,2022-07-05,In-Store,S001,,Delivered
O023501,C02550,2024-08-26,Online,,,Delivered
O023502,C04129,2024-11-22,Click & Collect,S005,,Delivered
O023503,C00562,2024-05-03,In-Store,S012,,Delivered
O023504,C04458,2024-05-26,Click & Collect,S012,,Delivered
O023505,C00320,2024-12-21,In-Store,S011,,Delivered
O023506,C00956,2022-12-11,Online,,,Delivered
O023507,C00228,2024-10-11,In-Store,S009,,Delivered
O023508,C03810,2024-09-12,Online,,,Delivered
O023509,C00807,2024-05-15,In-Store,S006,,Delivered
O023510,C01630,2024-05-18,In-Store,S002,,Delivered
O023511,C00130,2022-05-11,Click & Collect,S012,,Delivered
O023512,C01467,2023-09-14,In-Store,S003,,Returned
O023513,C04138,2023-07-15,In-Store,S004,,Delivered
O023514,C03857,2024-12-26,Online,,,Delivered
O023515,C03900,2023-07-24,In-Store,S008,,Returned
O023516,C04244,2024-06-03,Online,,,Delivered
O023517,C03081,2023-08-29,In-Store,S011,,Delivered
O023518,C02604,2023-07-02,Click & Collect,S007,PR003,Delivered
O023519,C00193,2023-04-06,In-Store,S002,,Delivered
O023520,C01529,2024-12-16,Online,,,Delivered
O023521,C04899,2023-09-14,Click & Collect,S001,,Delivered
O023522,C03834,2022-02-25,Online,,,Delivered
O023523,C00215,2024-03-26,Online,,,Returned
O023524,C02191,2023-05-07,In-Store,S003,,Delivered
O023525,C02066,2024-05-18,In-Store,S005,,Delivered
O023526,C03815,2023-09-23,In-Store,S006,,Delivered
O023527,C02432,2024-11-13,Online,,,Delivered
O023528,C00884,2024-11-18,Online,,,Returned
O023529,C02461,2022-02-10,Online,,,Delivered
O023530,C02336,2023-09-17,In-Store,S001,,Delivered
O023531,C01366,2024-12-18,In-Store,S007,,Delivered
O023532,C01968,2023-10-24,Click & Collect,S010,,Delivered
O023533,C02627,2024-12-04,Online,,,Delivered
O023534,C00288,2023-04-24,Online,,,Delivered
O023535,C02644,2024-10-12,In-Store,S011,,Delivered
O023536,C01236,2024-11-14,In-Store,S003,,Delivered
O023537,C01399,2023-07-26,In-Store,S012,,Delivered
O023538,C04311,2024-04-25,Click & Collect,S004,,Delivered
O023539,C00903,2024-06-16,In-Store,S007,,Cancelled
O023540,C01145,2024-07-07,In-Store,S010,,Cancelled
O023541,C01537,2023-02-26,Online,,,Delivered
O023542,C02481,2024-02-07,Online,,,Delivered
O023543,C00183,2024-12-13,In-Store,S003,,Delivered
O023544,C02810,2024-04-19,In-Store,S007,,Returned
O023545,C03887,2024-09-07,In-Store,S006,,Delivered
O023546,C02151,2024-03-02,Online,,,Cancelled
O023547,C03946,2024-01-28,In-Store,S004,,Delivered
O023548,C01055,2024-06-03,Online,,,Returned
O023549,C01733,2024-06-30,Online,,PR006,Delivered
O023550,C02483,2023-02-25,Online,,,Delivered
O023551,C04639,2023-09-20,Online,,,Delivered
O023552,C04145,2024-08-26,In-Store,S003,,Returned
O023553,C01514,2024-06-26,In-Store,S001,,Delivered
O023554,C04112,2024-05-11,Online,,,Delivered
O023555,C04127,2024-06-23,In-Store,S003,,Cancelled
O023556,C03118,2024-09-21,In-Store,S003,,Delivered
O023557,C01229,2024-06-21,In-Store,S012,,Delivered
O023558,C04344,2024-11-25,In-Store,S003,,Delivered
O023559,C03918,2024-05-29,Online,,,Delivered
O023560,C04083,2023-07-11,In-Store,S003,,Delivered
O023561,C00073,2023-12-14,In-Store,S008,,Delivered
O023562,C00679,2024-09-20,In-Store,S005,,Delivered
O023563,C00182,2024-11-05,Online,,,Delivered
O023564,C00142,2023-12-22,Click & Collect,S008,,Delivered
O023565,C00751,2024-11-21,Online,,,Delivered
O023566,C02773,2023-09-20,In-Store,S006,,Delivered
O023567,C01084,2024-09-13,Click & Collect,S010,,Delivered
O023568,C04446,2024-08-10,In-Store,S005,,Returned
O023569,C03057,2024-03-15,Online,,PR005,Delivered
O023570,C03976,2022-09-09,Online,,,Delivered
O023571,C02045,2023-03-08,In-Store,S010,,Delivered
O023572,C04247,2024-03-24,Online,,,Delivered
O023573,C01449,2024-03-31,Online,,,Delivered
O023574,C03562,2024-08-26,Online,,,Delivered
O023575,C03839,2024-09-11,In-Store,S011,,Delivered
O023576,C03443,2024-12-02,Online,,PR007,Delivered
O023577,C04615,2024-09-16,Online,,,Delivered
O023578,C02162,2023-11-20,Click & Collect,S010,,Delivered
O023579,C02122,2024-10-13,Online,,,Delivered
O023580,C01223,2023-09-24,Click & Collect,S006,,Delivered
O023581,C01357,2023-05-19,In-Store,S009,,Delivered
O023582,C04802,2024-07-05,Online,,PR006,Delivered
O023583,C00243,2024-09-03,In-Store,S002,,Delivered
O023584,C03250,2023-10-18,Click & Collect,S005,,Delivered
O023585,C04155,2024-06-22,In-Store,S001,,Delivered
O023586,C01479,2024-09-05,In-Store,S004,,Cancelled
O023587,C01339,2024-04-29,Click & Collect,S001,,Delivered
O023588,C01138,2024-09-03,Click & Collect,S004,,Delivered
O023589,C00683,2024-02-27,In-Store,S009,,Delivered
O023590,C03451,2024-12-15,In-Store,S007,,Delivered
O023591,C03531,2024-09-27,In-Store,S002,,Delivered
O023592,C03185,2024-08-04,In-Store,S011,,Delivered
O023593,C03538,2024-12-16,Click & Collect,S008,,Cancelled
O023594,C02674,2024-10-14,In-Store,S005,,Delivered
O023595,C00803,2023-10-24,In-Store,S006,,Delivered
O023596,C02513,2024-12-19,In-Store,S001,,Delivered
O023597,C03889,2024-09-24,Click & Collect,S006,,Delivered
O023598,C00508,2024-04-27,In-Store,S011,,Delivered
O023599,C04518,2023-01-07,In-Store,S010,,Delivered
O023600,C03709,2024-04-29,Online,,,Delivered
O023601,C00584,2024-04-07,Online,,,Delivered
O023602,C03164,2023-06-28,Online,,,Delivered
O023603,C04620,2023-04-19,Online,,,Delivered
O023604,C01115,2024-02-27,In-Store,S008,,Delivered
O023605,C03835,2024-10-30,In-Store,S003,,Delivered
O023606,C02262,2024-09-19,Click & Collect,S011,,Delivered
O023607,C01770,2023-02-05,Online,,,Delivered
O023608,C04545,2024-08-02,Online,,,Delivered
O023609,C01815,2022-08-17,In-Store,S012,,Delivered
O023610,C03273,2022-02-08,Click & Collect,S005,,Delivered
O023611,C04993,2024-05-30,Online,,,Delivered
O023612,C03319,2024-04-07,Online,,,Delivered
O023613,C03142,2024-11-22,Click & Collect,S005,,Delivered
O023614,C01246,2024-09-29,Online,,,Delivered
O023615,C00955,2024-08-19,In-Store,S012,,Returned
O023616,C00786,2024-12-21,In-Store,S005,,Delivered
O023617,C00614,2024-10-31,Click & Collect,S008,,Delivered
O023618,C00686,2024-09-30,In-Store,S007,,Delivered
O023619,C03382,2024-05-06,In-Store,S012,,Delivered
O023620,C01489,2024-02-23,Click & Collect,S002,,Delivered
O023621,C01518,2024-06-19,Online,,,Delivered
O023622,C04355,2024-08-10,Online,,,Returned
O023623,C02752,2024-10-30,Online,,,Delivered
O023624,C00709,2022-12-12,In-Store,S008,,Returned
O023625,C04396,2024-05-19,Online,,,Delivered
O023626,C00004,2024-01-24,Click & Collect,S001,,Delivered
O023627,C03447,2024-11-23,Online,,,Delivered
O023628,C03062,2024-09-26,In-Store,S007,,Delivered
O023629,C00430,2024-08-20,In-Store,S009,,Delivered
O023630,C01025,2023-08-27,In-Store,S012,,Delivered
O023631,C04098,2022-12-15,Online,,,Delivered
O023632,C03882,2024-04-12,In-Store,S007,,Delivered
O023633,C04721,2024-09-06,In-Store,S006,,Delivered
O023634,C03355,2024-11-14,Online,,,Delivered
O023635,C04256,2024-09-28,Click & Collect,S012,,Returned
O023636,C00959,2024-12-22,In-Store,S011,,Delivered
O023637,C00946,2024-10-30,In-Store,S002,,Delivered
O023638,C02042,2024-10-13,In-Store,S011,,Delivered
O023639,C04345,2024-05-25,In-Store,S001,,Delivered
O023640,C01734,2023-12-23,Click & Collect,S009,,Delivered
O023641,C01482,2023-11-28,In-Store,S005,,Delivered
O023642,C02577,2024-09-08,Click & Collect,S010,,Delivered
O023643,C03422,2024-08-28,Click & Collect,S012,,Delivered
